,,,Information,2,,,,,,,,Tunnelling and Underground Space Technology,1,,,,,,,,Peruvian University of Applied Sciences,1,,,,,,,,,,,,,,National Natural Science Foundation of China-Yunnan Joint Fund,1,,,,,,,,Bia Carneiro,1,,,,,,,,,,,,,,,,,,,,BIM,3,,Amna Dridi,2,,,,,,,,Eating Disorders and Body Image Concerns,1,,Institut Polytechnique de Paris,3,,,,
,,,Machines,2,,,,,,,,Journal of Translational Medicine,1,,,,,,,,Universidad de Cantabria,1,,,,,,,,,,,,,,"Humanities and Social Sciences Youth Foundation, Ministry of Education of the People's Republic of China",1,,,,,,,,Charles Senteio,1,,,,,,,,,,,,,,,,,,,,Business analytics,3,,Giulia Marvaso,2,,,,,,,,Global Forest Drought Response and Climate Change,1,,Ministry of Agriculture and Rural Affairs,3,,,,
,,,Journal of Open Innovation Technology Market and Complexity,2,,,,,,,,ACM Transactions on Software Engineering and Methodology,1,,,,,,,,Beth Israel Deaconess Medical Center,1,,,,,,,,,,,,,,Basic and Applied Basic Research Foundation of Guangdong Province,1,,,,,,,,Daniel W. A. Noble,1,,,,,,,,,,,,,,,,,,,,Cloud Computing,3,,Saeed‐Ul Hassan,2,,,,,,,,Shoulder Pathology and Treatment Outcomes,1,,Istituti di Ricovero e Cura a Carattere Scientifico,3,,,,
,,,Data,2,,,,,,,,Environment International,1,,,,,,,,RELX Group (Netherlands),1,,,,,,,,,,,,,,Nuclear Fuel Cycle and Supply Chain,1,,,,,,,,Sotiris Kotitsas,1,,,,,,,,,,,,,,,,,,,,Co-citation,3,,R.A. Carrasco,2,,,,,,,,Lithium Battery Technologies,1,,University of Chinese Academy of Sciences,3,,,,
,,,Yearbook of Medical Informatics,2,,,,,,,,Library Hi Tech,1,,,,,,,,Union Hospital,1,,,,,,,,,,,,,,National Institute on Drug Abuse,1,,,,,,,,Hafize Nurgül DURMUŞ ŞENYAPAR,1,,,,,,,,,,,,,,,,,,,,Condition-Based Maintenance,3,,Giulio Di Gravio,2,,,,,,,,Information Retrieval Techniques and Evaluation,1,,Polytechnique Montréal,3,,,,
,,,Sussex Research Online (University of Sussex),2,,,,,,,,Technology in Society,1,,,,,,,,Bialystok University of Technology,1,,,,,,,,,,,,,,National Center for Science and Engineering Statistics,1,,,,,,,,Manuel J. Cobo,1,,,,,,,,,,,,,,,,,,,,Content-Based Recommendation,3,,Ilya Kuzminov,2,,,,,,,,Management of Acute Myocardial Infarction,1,,University of Technology Malaysia,3,,,,
,,,PolyU Institutional Research Archive (Hong Kong Polytechnic University),2,,,,,,,,Environment Development and Sustainability,1,,,,,,,,Information Technology University,1,,,,,,,,,,,,,,H2020 Societal Challenges,1,,,,,,,,Giang Hai Ha,1,,,,,,,,,,,,,,,,,,,,Context-Aware Recommender Systems,3,,Gary Cheng,2,,,,,,,,Importance and Conservation of Freshwater Biodiversity,1,,Imperial College London,3,,,,
,,,University of Oulu Repository (University of Oulu),2,,,,,,,,Journal of Intelligent Manufacturing,1,,,,,,,,University of Debrecen,1,,,,,,,,,,,,,,Interreg,1,,,,,,,,Gollam Rabby,1,,,,,,,,,,,,,,,,,,,,Coronavirus,3,,Enrique Herrera–Viedma,2,,,,,,,,Epidemiology and Treatment of Head and Neck Cancer,1,,Ulsan National Institute of Science and Technology,3,,,,
,,,Re-Unir (International University of La Rioja),2,,,,,,,,Education and Information Technologies,1,,,,,,,,University of Dubai,1,,,,,,,,,,,,,,European Social Fund,1,,,,,,,,Jagajjit Sahu,1,,,,,,,,,,,,,,,,,,,,Data Cleaning,3,,Maria Giulia Vincini,2,,,,,,,,Visual Object Tracking and Person Re-identification,1,,Istanbul Technical University,3,,,,
,,,University of Southern Denmark Research Portal (University of Southern Denmark),2,,,,,,,,African Health Sciences,1,,,,,,,,Mayo Clinic,1,,,,,,,,,,,,,,Center of Innovation Program,1,,,,,,,,Tiffany Chua,1,,,,,,,,,,,,,,,,,,,,Data Integration,3,,Ketan Kotecha,2,,,,,,,,Cochlear Neuropathy and Hearing Loss Mechanisms,1,,Universidad Carlos III de Madrid,3,,,,
,,,Research Online (Edith Cowan University),2,,,,,,,,Construction Innovation,1,,,,,,,,Collegio Carlo Alberto,1,,,,,,,,,,,,,,Programma Operativo Nazionale Ricerca e Competitività,1,,,,,,,,Amit K. Shukla,1,,,,,,,,,,,,,,,,,,,,Data Reuse,3,,Gianmaria Silvello,2,,,,,,,,Efficiency Analysis in Production and Resource Allocation,1,,University of Lincoln,3,,,,
,,,Aston Publications Explorer (Aston University),2,,,,,,,,Journal of Biomedical Semantics,1,,,,,,,,American Museum of Natural History,1,,,,,,,,,,,,,,Air Force Office of Scientific Research,1,,,,,,,,Ajithakumari Vijayappan Nair Biju,1,,,,,,,,,,,,,,,,,,,,Data set,3,,Giulia Corrao,2,,,,,,,,Global Oral Health and Dental Caries,1,,The Ohio State University,3,,,,
,,,Aston Publications Explorer (Aston University),2,,,,,,,,IEEE Transactions on Network and Service Management,1,,,,,,,,National Taiwan Normal University,1,,,,,,,,,,,,,,Argonne National Laboratory,1,,,,,,,,Abdullah MARAŞ,1,,,,,,,,,,,,,,,,,,,,Design for Manufacture,3,,Adam Jatowt,2,,,,,,,,Cholesterol-lowering Treatment,1,,University of Turin,3,,,,
,,,UPCommons (Polytechnic University of Catalonia),2,,,,,,,,Information Processing & Management,1,,,,,,,,University of Wisconsin–Madison,1,,,,,,,,,,,,,,H2020 European Research Council,1,,,,,,,,Angeliki Peponi,1,,,,,,,,,,,,,,,,,,,,Digital Humanities,3,,Sarah Rajtmajer,2,,,,,,,,Network Intrusion Detection and Defense Mechanisms,1,,Tianjin Medical University,3,,,,
,,,Institutional Research Information System University of Turin (University of Turin),2,,,,,,,,Mathematical Problems in Engineering,1,,,,,,,,Ritsumeikan University,1,,,,,,,,,,,,,,H2020 Society,1,,,,,,,,Fabian Scheller,1,,,,,,,,,,,,,,,,,,,,E-Learning,3,,Seunghoo Jeong,2,,,,,,,,Antibiotic Resistance in Aquatic Environments and Wastewater,1,,Southern Medical University,3,,,,
,,,Hrčak Portal of scientific journals of Croatia (University Computing Centre),2,,,,,,,,Frontiers in Neuroinformatics,1,,,,,,,,Shenyang Agricultural University,1,,,,,,,,,,,,,,Natural Science Foundation of Zhejiang Province,1,,,,,,,,Valeriia Herasymenko,1,,,,,,,,,,,,,,,,,,,,Electricity Price Forecasting,3,,Agnieszka Konys,2,,,,,,,,Brain-Computer Interfaces in Neuroscience and Medicine,1,,Qatar University,3,,,,
,,,Universidade Nova de Lisboa's Repository (Universidade Nova de Lisboa),2,,,,,,,,European Heart Journal,1,,,,,,,,Harvard University,1,,,,,,,,,,,,,,,,,,,,,,,Pedro Coelho,1,,,,,,,,,,,,,,,,,,,,Epidemic Detection,3,,Jiawan Zhang,2,,,,,,,,Agile Software Development in Software Engineering,1,,Massachusetts Institute of Technology,3,,,,
,,,"Technical University of Denmark, DTU Orbit (Technical University of Denmark, DTU)",2,,,,,,,,British Journal of Management,1,,,,,,,,Garvan Institute of Medical Research,1,,,,,,,,,,,,,,,,,,,,,,,Rasmus Andersen,1,,,,,,,,,,,,,,,,,,,,Epidemiology,3,,Anton Boyko,2,,,,,,,,Neural Mechanisms of Memory Formation and Spatial Navigation,1,,University of Milano-Bicocca,3,,,,
,,,Repositorio de Patentes de la Universidad de Almería (Universidad de Almería),2,,,,,,,,International Journal of Production Economics,1,,,,,,,,Tianjin University of Technology,1,,,,,,,,,,,,,,,,,,,,,,,Xinjian Wang,1,,,,,,,,,,,,,,,,,,,,Fintech,3,,Amos Darko,2,,,,,,,,Reinforcement Learning Algorithms,1,,AGH University of Krakow,3,,,,
,,,e-Archivo (Carlos III University of Madrid),2,,,,,,,,The Journal of Technology Transfer,1,,,,,,,,University of Hertfordshire,1,,,,,,,,,,,,,,,,,,,,,,,Francisco Rodrigues Lima,1,,,,,,,,,,,,,,,,,,,,Flood Inundation Modeling,3,,Damien Trentesaux,2,,,,,,,,Photovoltaic Maximum Power Point Tracking Techniques,1,,Université Polytechnique Hauts-de-France,3,,,,
,,,DiVA (Linkoping University),2,,,,,,,,Competition & Change,1,,,,,,,,University of Sfax,1,,,,,,,,,,,,,,,,,,,,,,,Giacomo Frisoni,1,,,,,,,,,,,,,,,,,,,,Globe,3,,Paúl Carrión-Mero,2,,,,,,,,Principles and Interventions in Stroke Rehabilitation,1,,University of Reading,3,,,,
,,,Leiden Repository (Leiden University),2,,,,,,,,Electronic Commerce Research and Applications,1,,,,,,,,University of Salento,1,,,,,,,,,,,,,,,,,,,,,,,Chiehyeon Lim,1,,,,,,,,,,,,,,,,,,,,Granularity,3,,Bartłomiej Gładysz,2,,,,,,,,Landslide Hazards and Risk Assessment,1,,Cardiff University,3,,,,
,,,Bristol Research (University of Bristol),2,,,,,,,,BMC Bioinformatics,1,,,,,,,,Wenzhou University,1,,,,,,,,,,,,,,,,,,,,,,,Stefan Hajkowicz,1,,,,,,,,,,,,,,,,,,,,Grey Literature,3,,Zeshui Xu,2,,,,,,,,Attention-Deficit/Hyperactivity Disorder,1,,University of Birmingham,3,,,,
,,,Theseus (Ammattikorkeakoulujen),2,,,,,,,,Algorithms,1,,,,,,,,University of Shanghai for Science and Technology,1,,,,,,,,,,,,,,,,,,,,,,,William W. Binotti,1,,,,,,,,,,,,,,,,,,,,Group Decision Making,3,,Jia Li,2,,,,,,,,Data Mining Techniques and Applications,1,,University of Hong Kong,3,,,,
,,,ORCA Online Research @Cardiff (Cardiff University),2,,,,,,,,International Journal of Computational Intelligence Systems,1,,,,,,,,Netherlands Organisation for Applied Scientific Research,1,,,,,,,,,,,,,,,,,,,,,,,Yüksel Altınel,1,,,,,,,,,,,,,,,,,,,,Gut Microbiota,3,,Zeyu Li,2,,,,,,,,Scheduling Problems in Manufacturing Systems,1,,Aalborg University,3,,,,
,,,SocArXiv (OSF Preprints),2,,,,,,,,Journal of Intellectual Capital,1,,,,,,,,University of Antwerp,1,,,,,,,,,,,,,,,,,,,,,,,Sunday Adeola Ajagbe,1,,,,,,,,,,,,,,,,,,,,Health Literacy,3,,Haiwen Feng,2,,,,,,,,The Impact of Digital Media on Public Discourse,1,,Wageningen University & Research,3,,,,
,,,BOA (University of Milano-Bicocca),2,,,,,,,,DYNA,1,,,,,,,,Ca' Foscari University of Venice,1,,,,,,,,,,,,,,,,,,,,,,,Ricardo Chalmeta,1,,,,,,,,,,,,,,,,,,,,Intelligent Transportation Systems,3,,Zhichang Zhang,2,,,,,,,,Biomechanical Properties of the Cornea and Related Diseases,1,,Technische Universität Braunschweig,3,,,,
,,,EUR Research Repository (Erasmus University Rotterdam),2,,,,,,,,Computers & Industrial Engineering,1,,,,,,,,Federation University,1,,,,,,,,,,,,,,,,,,,,,,,Di Zou,1,,,,,,,,,,,,,,,,,,,,Interpretable Models,3,,Yunmei Liu,2,,,,,,,,Neuronal Oscillations in Cortical Networks,1,,Stanford University,3,,,,
,,,Repositorio Institucional de la Universidad de Huelva (Universidad de Huelva),2,,,,,,,,Geoderma,1,,,,,,,,Kent State University,1,,,,,,,,,,,,,,,,,,,,,,,Abdallah Alzoubi,1,,,,,,,,,,,,,,,,,,,,IoT Integration,3,,Qian Zhang,2,,,,,,,,Maternal and Child Nutrition in Developing Countries,1,,Linköping University,2,,,,
,,,Repositorio Institucional de la Universidad de Málaga (University of Málaga),2,,,,,,,,Government Information Quarterly,1,,,,,,,,Hunan University of Traditional Chinese Medicine,1,,,,,,,,,,,,,,,,,,,,,,,Leo Anthony Celi,1,,,,,,,,,,,,,,,,,,,,Judgement,3,,Xin Li,2,,,,,,,,Consequences of Mortgage Credit Expansion and Housing Market Dynamics,1,,University of North Carolina at Charlotte,2,,,,
,,,Cronfa (Swansea University),2,,,,,,,,Evolving Systems,1,,,,,,,,MODUL University Vienna,1,,,,,,,,,,,,,,,,,,,,,,,Michael Färber,1,,,,,,,,,,,,,,,,,,,,Machine Learning,3,,Vilém Sklenák,1,,,,,,,,Chemometrics in Analytical Chemistry and Food Technology,1,,"Rutgers, The State University of New Jersey",2,,,,
,,,Open Publications Of UTS Scholars (University of Technology Sydney),2,,,,,,,,Reliability Engineering & System Safety,1,,,,,,,,Tarbiat Modares University,1,,,,,,,,,,,,,,,,,,,,,,,Zoe Kotti,1,,,,,,,,,,,,,,,,,,,,Machine Learning Interpretability,3,,Scott W. Cunningham,1,,,,,,,,Social Preferences and Economic Behavior,1,,Northern Illinois University,2,,,,
,,,UpSpace Institutional Repository (University of Pretoria),2,,,,,,,,Information and Software Technology,1,,,,,,,,Harbin Engineering University,1,,,,,,,,,,,,,,,,,,,,,,,Malinka Ivanova,1,,,,,,,,,,,,,,,,,,,,Maintenance Optimization,3,,Diane Gal,1,,,,,,,,Virtual Presence and Embodiment in VR Research,1,,Università Cattolica del Sacro Cuore,2,,,,
,,,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),2,,,,,,,,Economic Inquiry,1,,,,,,,,North China Electric Power University,1,,,,,,,,,,,,,,,,,,,,,,,Agostinho Sousa Pinto,1,,,,,,,,,,,,,,,,,,,,Manufacturing,3,,Swagatam Das,1,,,,,,,,Emotion Recognition and Analysis in Multimodal Data,1,,University of Kassel,2,,,,
,,,Lirias (KU Leuven),2,,,,,,,,Computer Science and Information Systems,1,,,,,,,,National Taiwan Ocean University,1,,,,,,,,,,,,,,,,,,,,,,,Jui-Che Tu,1,,,,,,,,,,,,,,,,,,,,Model Interpretability,3,,Andrew J. Hoffman,1,,,,,,,,QoS-Aware Web Services Composition and Semantic Matching,1,,Universidad de Valladolid,2,,,,
,,,Open Research Exeter (University of Exeter),2,,,,,,,,International Journal of Learning and Change,1,,,,,,,,University of Ottawa,1,,,,,,,,,,,,,,,,,,,,,,,Jaiteg Singh,1,,,,,,,,,,,,,,,,,,,,Network Analysis,3,,Ebru Kılıç Çakmak,1,,,,,,,,Hyperspectral Image Analysis and Classification,1,,Warsaw University of Technology,2,,,,
,,,Florence Research (University of Florence),2,,,,,,,,Wireless Communications and Mobile Computing,1,,,,,,,,University of Ljubljana,1,,,,,,,,,,,,,,,,,,,,,,,Daniela Roxana Vuță,1,,,,,,,,,,,,,,,,,,,,Network Embedding,3,,Fatma Patlar Akbulut,1,,,,,,,,Information Security Policy Compliance and Awareness,1,,Jiangxi University of Traditional Chinese Medicine,2,,,,
,,,Estudo Geral (Universidad de Coimbra),2,,,,,,,,International Journal of Ophthalmology,1,,,,,,,,University of Alberta,1,,,,,,,,,,,,,,,,,,,,,,,Guoliang Chai,1,,,,,,,,,,,,,,,,,,,,Network Pharmacology,3,,Gabriel Hernando Cadavid-Marín,1,,,,,,,,Impact of Health Literacy on Health Outcomes,1,,Lovely Professional University,2,,,,
,,,Research Portal (Queen's University Belfast),2,,,,,,,,Frontiers in Microbiology,1,,,,,,,,West Pomeranian University of Technology,1,,,,,,,,,,,,,,,,,,,,,,,Riccardo Dainelli,1,,,,,,,,,,,,,,,,,,,,Neuroimaging Data Analysis,3,,Katharina Bürger,1,,,,,,,,Automated Software Testing Techniques,1,,Northwestern University,2,,,,
,,,Chalmers Research (Chalmers University of Technology),2,,,,,,,,Big Data Research,1,,,,,,,,University of Trás-os-Montes and Alto Douro,1,,,,,,,,,,,,,,,,,,,,,,,Theodore Lim,1,,,,,,,,,,,,,,,,,,,,Ophthalmology,3,,Cristóvão Silva,1,,,,,,,,Vehicular Ad Hoc Networks and Communications,1,,Hiroshima University,2,,,,
,,,Padua Research Archive (University of Padova),2,,,,,,,,Transportmetrica B Transport Dynamics,1,,,,,,,,Jordan University of Science and Technology,1,,,,,,,,,,,,,,,,,,,,,,,Zaili Yang,1,,,,,,,,,,,,,,,,,,,,Pace,3,,Yiliu He,1,,,,,,,,Nanotechnology and Imaging for Cancer Therapy and Diagnosis,1,,University of North Carolina at Chapel Hill,2,,,,
,,,ZBW Publication Archive (ZBW – Leibniz Information Centre for Economics),2,,,,,,,,Journal of Retailing and Consumer Services,1,,,,,,,,Fernando Pessoa University,1,,,,,,,,,,,,,,,,,,,,,,,Mike Thelwall,1,,,,,,,,,,,,,,,,,,,,Pandemics,3,,Nora Chiriță,1,,,,,,,,Additive Manufacturing and 3D Printing Technologies,1,,Tokyo Institute of Technology,2,,,,
,,,QUT ePrints (Queensland University of Technology),2,,,,,,,,Frontiers in Bioengineering and Biotechnology,1,,,,,,,,RMIT Vietnam,1,,,,,,,,,,,,,,,,,,,,,,,Nihit Goyal,1,,,,,,,,,,,,,,,,,,,,Peer-to-Peer Lending,3,,Timothy T. Adeliyi,1,,,,,,,,Design and Implementation of Management Control Systems,1,,École Normale Supérieure Paris-Saclay,2,,,,
,,,Repositori digital de la UPF (Universitat Pompeu Fabra),2,,,,,,,,Frontiers in Sociology,1,,,,,,,,"California State University, Northridge",1,,,,,,,,,,,,,,,,,,,,,,,Magda Fontana,1,,,,,,,,,,,,,,,,,,,,Profiling (computer programming),3,,Roy Mendieta,1,,,,,,,,Synthetic Aperture Radar Interferometry,1,,Griffith University,2,,,,
,,,Monash University Research Portal (Monash University),2,,,,,,,,Frontiers in Education,1,,,,,,,,Presidency University,1,,,,,,,,,,,,,,,,,,,,,,,Yenchun Jim Wu,1,,,,,,,,,,,,,,,,,,,,Realm,3,,Mark A. Chambers,1,,,,,,,,Diversity and Evolution of Fungal Pathogens,1,,University of Hawaiʻi at Mānoa,2,,,,
,,,Oxford University Research Archive (ORA) (University of Oxford),2,,,,,,,,Frontiers in Cell and Developmental Biology,1,,,,,,,,Sun Yat-sen University,1,,,,,,,,,,,,,,,,,,,,,,,Hui Lin,1,,,,,,,,,,,,,,,,,,,,Remanufacturing,3,,Janez Dolšak,1,,,,,,,,Atopic Dermatitis and Skin Microbiome,1,,University of North Florida,2,,,,
,,,Deleted Journal,2,,,,,,,,Frontiers in Genetics,1,,,,,,,,University of Kerala,1,,,,,,,,,,,,,,,,,,,,,,,Abdalsamad Keramatfar,1,,,,,,,,,,,,,,,,,,,,Risk-Based Maintenance,3,,Tengxiang Su,1,,,,,,,,Gender Bias in Academic Medicine and Science,1,,Fujian University of Traditional Chinese Medicine,2,,,,
,,,elib (German Aerospace Center),2,,,,,,,,Scientific Data,1,,,,,,,,FIZ Karlsruhe – Leibniz Institute for Information Infrastructure,1,,,,,,,,,,,,,,,,,,,,,,,Fei Liao,1,,,,,,,,,,,,,,,,,,,,Scholarly Communication,3,,Maria Alzira Pimenta Dinis,1,,,,,,,,Amyotrophic Lateral Sclerosis and Frontotemporal Dementia,1,,Wrocław University of Science and Technology,2,,,,
,,,UNICA IRIS Institutional Research Information System (University of Cagliari),2,,,,,,,,International Transactions in Operational Research,1,,,,,,,,Jinan University,1,,,,,,,,,,,,,,,,,,,,,,,Arindam Brahma,1,,,,,,,,,,,,,,,,,,,,Service Innovation,3,,Yinhua Mai,1,,,,,,,,Analysis of Intellectual Property Rights and Innovation,1,,Edith Cowan University,2,,,,
,,,Frontiers in Physiology,2,,,,,,,,Migration Studies,1,,,,,,,,COMSATS University Islamabad,1,,,,,,,,,,,,,,,,,,,,,,,Juan David Rubiano Granada,1,,,,,,,,,,,,,,,,,,,,Service Science,3,,Sony Hartono Wijaya,1,,,,,,,,Clustered Regularly Interspaced Short Palindromic Repeats and CRISPR-associated proteins,1,,Johannes Kepler University of Linz,2,,,,
,,,Information Visualization,2,,,,,,,,GigaScience,1,,,,,,,,Universitat de València,1,,,,,,,,,,,,,,,,,,,,,,,Ignacio Fernandez De Arroyabe,1,,,,,,,,,,,,,,,,,,,,Signal Processing on Graphs,3,,Steven G. Rogelberg,1,,,,,,,,Drivers and Impacts of Green Consumer Behavior,1,,Télécom Paris,2,,,,
,,,Journal of Civil Engineering and Management,2,,,,,,,,Antibiotics,1,,,,,,,,Queensland University of Technology,1,,,,,,,,,,,,,,,,,,,,,,,Dipak Sapkota,1,,,,,,,,,,,,,,,,,,,,Software Reliability Modeling,3,,Hovig Tchalian,1,,,,,,,,Ethical Implications of Artificial Intelligence,1,,University of Copenhagen,2,,,,
,,,Technovation,2,,,,,,,,International Journal for Research in Vocational Education and Training,1,,,,,,,,Mondragon University,1,,,,,,,,,,,,,,,,,,,,,,,David Kojo N. Naawu,1,,,,,,,,,,,,,,,,,,,,Spatial Analysis,3,,Liangpin Li,1,,,,,,,,Augmented Reality and its Applications,1,,Beijing Institute of Technology,2,,,,
,,,Computer Science Review,2,,,,,,,,LIBER Quarterly The Journal of the Association of European Research Libraries,1,,,,,,,,University of Sussex,1,,,,,,,,,,,,,,,,,,,,,,,Zirui Xin,1,,,,,,,,,,,,,,,,,,,,Statistical Analysis,3,,Kok Soon Tey,1,,,,,,,,Species Distribution Modeling and Climate Change Impacts,1,,Queen's University Belfast,2,,,,
,,,Applied Intelligence,2,,,,,,,,Energy Sustainability and Society,1,,,,,,,,Karadeniz Technical University,1,,,,,,,,,,,,,,,,,,,,,,,Øystein Sæbø,1,,,,,,,,,,,,,,,,,,,,Stock Market Prediction,3,,Tongsheng Zhang,1,,,,,,,,Global Burden of Antimicrobial Resistance,1,,Peoples' Friendship University of Russia,2,,,,
,,,Information Fusion,2,,,,,,,,Foundations of Computing and Decision Sciences,1,,,,,,,,Hefei University of Technology,1,,,,,,,,,,,,,,,,,,,,,,,Hao Jiang,1,,,,,,,,,,,,,,,,,,,,Strengths and weaknesses,3,,Michele Mingardi,1,,,,,,,,Deep Brain Stimulation for Neurological Disorders,1,,Jagiellonian University,2,,,,
,,,Engineering Applications of Artificial Intelligence,2,,,,,,,,International Journal of Professional Business Review,1,,,,,,,,University of Surabaya,1,,,,,,,,,,,,,,,,,,,,,,,Jasmina Berbegal‐Mirabent,1,,,,,,,,,,,,,,,,,,,,Supply Network Complexity,3,,Rupali Tajanpure,1,,,,,,,,Evolution and Impact of E-Government Initiatives,1,,NEOMA Business School,2,,,,
,,,Frontiers in Psychology,2,,,,,,,,International Journal of Educational Research Review,1,,,,,,,,Universitas Gadjah Mada,1,,,,,,,,,,,,,,,,,,,,,,,Fabián A. Soto,1,,,,,,,,,,,,,,,,,,,,Sustainable Tourism,3,,Noor Almaadeed,1,,,,,,,,Forensic Anthropological Research,1,,École Supérieure de Commerce de Toulouse,2,,,,
,,,Frontiers in Neurology,2,,,,,,,,"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences",1,,,,,,,,Hunan University,1,,,,,,,,,,,,,,,,,,,,,,,Hong‐Mei Xiao,1,,,,,,,,,,,,,,,,,,,,Text Data Methods,3,,Manuel Vargas,1,,,,,,,,Terrorism and Radicalization Studies,1,,Częstochowa University of Technology,2,,,,
,,,Journal of Documentation,1,,,,,,,,EAI Endorsed Transactions on Creative Technologies,1,,,,,,,,Venice International University,1,,,,,,,,,,,,,,,,,,,,,,,Yogesh Simmhan,1,,,,,,,,,,,,,,,,,,,,Traceability,3,,Jiexin Pan,1,,,,,,,,Sociomateriality in Information Systems Research,1,,Universidade Federal do Rio Grande do Sul,2,,,,
,,,Economic Research-Ekonomska Istraživanja,1,,,,,,,,Business Systems Research Journal,1,,,,,,,,Tianjin Chengjian University,1,,,,,,,,,,,,,,,,,,,,,,,Broderick Crawford,1,,,,,,,,,,,,,,,,,,,,Trend analysis,3,,Dongliang Shi,1,,,,,,,,Cardiac Surgery and Bypass Grafting Outcomes,1,,Ural Federal University,2,,,,
,,,Amfiteatru Economic,1,,,,,,,,Journal of Information Systems Engineering & Management,1,,,,,,,,Instituto Politécnico de Leiria,1,,,,,,,,,,,,,,,,,,,,,,,Bastian Schäfermeier,1,,,,,,,,,,,,,,,,,,,,Trust-Aware Recommender Systems,3,,M. Previtali,1,,,,,,,,Rough Sets Theory and Applications,1,,University of Leeds,2,,,,
,,,Psychology and Marketing,1,,,,,,,,Journal of ICT Research and Applications,1,,,,,,,,Duy Tan University,1,,,,,,,,,,,,,,,,,,,,,,,Guillermo Fuertes,1,,,,,,,,,,,,,,,,,,,,Urban Innovation,3,,C. Lee Giles,1,,,,,,,,The Study of Creativity and Innovation,1,,Russian Academy of Sciences,2,,,,
,,,European Journal of Operational Research,1,,,,,,,,Journal Of Big Data,1,,,,,,,,University of South Australia,1,,,,,,,,,,,,,,,,,,,,,,,Filippo De Carlo,1,,,,,,,,,,,,,,,,,,,,Vegetation Monitoring,3,,Carmine Ventre,1,,,,,,,,Urban Stormwater Management and Sustainable Drainage Systems,1,,RELX Group (Netherlands),2,,,,
,,,Therapeutic Innovation & Regulatory Science,1,,,,,,,,Journal of Clinical Medicine,1,,,,,,,,Kennesaw State University,1,,,,,,,,,,,,,,,,,,,,,,,Juan Evangelista Trinidad Segovia,1,,,,,,,,,,,,,,,,,,,,Web Crawling,3,,Jiamei Wang,1,,,,,,,,Metaphorical Representation of Time in Language and Cognition,1,,European Union,2,,,,
,,,IEEE Transactions on Affective Computing,1,,,,,,,,"GEPROS. Gestão da Produção, Operações e Sistemas",1,,,,,,,,University of Eastern Finland,1,,,,,,,,,,,,,,,,,,,,,,,P. S. Aithal,1,,,,,,,,,,,,,,,,,,,,Acupuncture,2,,Elias H. Arias-Nava,1,,,,,,,,Particle Therapy for Cancer Treatment,1,,Université Libre de Bruxelles,2,,,,
,,,IEEE Computer Graphics and Applications,1,,,,,,,,Cogent Business & Management,1,,,,,,,,Second Military Medical University,1,,,,,,,,,,,,,,,,,,,,,,,Karin R. Sipido,1,,,,,,,,,,,,,,,,,,,,Adaptive Learning,2,,Giancarlo Ruffo,1,,,,,,,,Integration of Renewable Energy Systems in Power Grids,1,,Information Technology University,2,,,,
,,,BMC Medical Informatics and Decision Making,1,,,,,,,,Informatics,1,,,,,,,,China University of Political Science and Law,1,,,,,,,,,,,,,,,,,,,,,,,Nasrin Mahavarpour,1,,,,,,,,,,,,,,,,,,,,Affect,2,,Zeliha Yelda Özer,1,,,,,,,,Epidemiology and Management of Ocular Inflammatory Diseases,1,,Battelle,2,,,,
,,,Applied Energy,1,,,,,,,,International Journal of Assessment Tools in Education,1,,,,,,,,University of Southern Denmark,1,,,,,,,,,,,,,,,,,,,,,,,Xiaoyong Cui,1,,,,,,,,,,,,,,,,,,,,Affective Computing,2,,Stefania Volpe,1,,,,,,,,Efficacy and Resistance in CML Treatment,1,,University Health Network,2,,,,
,,,Empirical Software Engineering,1,,,,,,,,Turkish Online Journal of Distance Education,1,,,,,,,,University of Carthage,1,,,,,,,,,,,,,,,,,,,,,,,Shuqing Wang,1,,,,,,,,,,,,,,,,,,,,Antibiotic Resistance,2,,Katherina Nguyen,1,,,,,,,,Social Capital and Trust in Communities,1,,Mayo Clinic,2,,,,
,,,Nutrients,1,,,,,,,,Cureus,1,,,,,,,,Gulf University for Science & Technology,1,,,,,,,,,,,,,,,,,,,,,,,Antonio Yaghy,1,,,,,,,,,,,,,,,,,,,,Association (psychology),2,,Luís Madureira,1,,,,,,,,Evolution of Cooperation and Altruism in Social Systems,1,,United States Department of Commerce,2,,,,
,,,Journal of Shanghai Jiaotong University (Science),1,,,,,,,,Agronomy,1,,,,,,,,Simon Fraser University,1,,,,,,,,,,,,,,,,,,,,,,,Francesca Iandolo,1,,,,,,,,,,,,,,,,,,,,Automated Diagnosis,2,,Felipe Viana,1,,,,,,,,Machine Learning Methods for Solar Radiation Forecasting,1,,Southwest University,2,,,,
